Version,Filename,NR,NAUTHORS,LOC,LOC_ADDED,AVGLOCADDED,MAXLOCADDED,CHURN,AVGCHURN,MAXCHURN,BUGGY
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,0,0,53,0,0.0,0,0,0.0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,4,1,612,185,46.25,98,160,40.0,92,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,0,0,39,0,0.0,0,0,0.0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,0,0,78,0,0.0,0,0,0.0,0,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,1,1,85,24,24.0,24,21,21.0,21,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java,0,0,31,0,0.0,0,0,0.0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,0,0,57,0,0.0,0,0,0.0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,1,1,108,4,4.0,4,4,4.0,4,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java,1,1,32,1,1.0,1,0,0.0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java,0,0,227,0,0.0,0,0,0.0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,1,1,201,4,4.0,4,4,4.0,4,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,1,1,80,5,5.0,5,5,5.0,5,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,0,0,28,0,0.0,0,0,0.0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,1,1,57,5,5.0,5,5,5.0,5,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,2,1,446,18,9.0,17,17,8.5,17,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,0,0,104,0,0.0,0,0,0.0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,1,1,35,1,1.0,1,0,0.0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,0,0,98,0,0.0,0,0,0.0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,0,0,79,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,0,0,215,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,0,0,271,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,1,1,458,14,14.0,14,7,7.0,7,No
4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,0,0,137,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,1,1,357,15,15.0,15,11,11.0,11,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,17,3,1242,635,37.35294117647059,175,510,30.0,153,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,0,0,51,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,1,1,154,5,5.0,5,4,4.0,4,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,0,0,31,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,5,3,928,945,189.0,684,938,187.6,684,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,0,0,180,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,3,2,260,101,33.666666666666664,88,64,21.333333333333332,61,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,6,3,551,123,20.5,62,78,13.0,43,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,0,0,40,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,3,1,361,109,36.333333333333336,63,106,35.333333333333336,62,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,2,2,388,18,9.0,11,9,4.5,6,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,1,1,51,51,51.0,51,51,51.0,51,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,7,3,577,122,17.428571428571427,67,76,10.857142857142858,59,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,0,0,32,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,0,0,66,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,8,2,188,41,5.125,13,37,4.625,18,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,6,3,582,30,5.0,10,18,3.0,7,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,1,1,158,2,2.0,2,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,1,1,50,4,4.0,4,4,4.0,4,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,0,0,27,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,9,2,928,207,23.0,93,150,16.666666666666668,72,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,0,0,60,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,1,1,62,2,2.0,2,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,1,1,87,4,4.0,4,1,1.0,1,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,1,1,52,1,1.0,1,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,3,2,268,270,90.0,240,268,89.33333333333333,240,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,0,0,163,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,1,1,109,19,19.0,19,18,18.0,18,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,0,0,147,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,2,1,58,59,29.5,58,58,29.0,58,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,1,1,44,44,44.0,44,44,44.0,44,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,1,1,108,108,108.0,108,108,108.0,108,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,0,0,139,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,4,1,326,44,11.0,11,44,11.0,11,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,10,3,648,121,12.1,73,104,10.4,66,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,13,3,778,319,24.53846153846154,101,330,25.384615384615383,145,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,3,2,314,122,40.666666666666664,111,102,34.0,99,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,0,0,55,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,1,1,191,7,7.0,7,7,7.0,7,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,2,1,90,38,19.0,25,25,12.5,14,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,4,1,273,285,71.25,274,281,70.25,274,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,4,2,137,16,4.0,9,19,4.75,15,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,3,2,79,13,4.333333333333333,6,6,2.0,4,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,1,1,82,0,0.0,0,2,2.0,2,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,5,2,147,168,33.6,112,147,29.4,112,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,4,1,422,517,129.25,298,422,105.5,298,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,12,3,978,338,28.166666666666668,164,185,15.416666666666666,91,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,9,3,467,273,30.333333333333332,154,181,20.11111111111111,102,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,3,2,189,56,18.666666666666668,42,60,20.0,38,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,2,2,153,2,1.0,1,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,0,0,84,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,5,3,182,60,12.0,42,55,11.0,34,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,12,3,358,438,36.5,139,425,35.416666666666664,122,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,3,2,126,9,3.0,4,1,0.3333333333333333,1,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,2,1,106,31,15.5,28,27,13.5,27,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,2,1,109,36,18.0,30,19,9.5,15,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,0,0,85,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,5,2,236,127,25.4,54,129,25.8,54,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,4,1,314,74,18.5,36,110,27.5,36,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,6,3,694,153,25.5,50,145,24.166666666666668,50,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,0,0,27,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,1,1,89,3,3.0,3,1,1.0,1,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,7,3,301,203,29.0,129,234,33.42857142857143,123,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,5,3,153,49,9.8,25,34,6.8,19,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,4,2,92,97,24.25,72,102,25.5,72,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,5,3,466,128,25.6,102,53,10.6,30,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,4,2,93,98,24.5,72,103,25.75,72,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,5,3,244,78,15.6,53,57,11.4,35,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,2,2,192,135,67.5,96,135,67.5,90,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,4,2,250,236,59.0,145,168,42.0,109,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,3,1,109,109,36.333333333333336,64,109,36.333333333333336,64,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,2,2,601,752,376.0,691,781,390.5,691,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,13,3,565,627,48.23076923076923,394,567,43.61538461538461,394,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,2,1,69,72,36.0,65,69,34.5,65,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,1,1,77,77,77.0,77,77,77.0,77,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,1,1,94,94,94.0,94,94,94.0,94,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,1,1,337,337,337.0,337,337,337.0,337,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,1,1,214,214,214.0,214,214,214.0,214,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,1,1,79,79,79.0,79,79,79.0,79,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,1,1,25,25,25.0,25,25,25.0,25,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,1,1,84,84,84.0,84,84,84.0,84,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,1,1,34,34,34.0,34,34,34.0,34,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,1,1,33,33,33.0,33,33,33.0,33,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,1,1,104,104,104.0,104,104,104.0,104,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,1,1,172,172,172.0,172,172,172.0,172,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,1,1,70,70,70.0,70,70,70.0,70,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,1,1,140,140,140.0,140,140,140.0,140,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,1,1,154,154,154.0,154,154,154.0,154,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,1,1,248,13,13.0,13,12,12.0,12,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,2,1,275,62,31.0,41,48,24.0,34,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,1,1,176,4,4.0,4,4,4.0,4,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,10,3,624,141,14.1,49,121,12.1,46,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,1,1,91,3,3.0,3,1,1.0,1,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,0,0,58,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,1,1,132,1,1.0,1,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,7,2,4088,4114,587.7142857142857,1493,4088,584.0,1493,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,2,2,558,33,16.5,31,33,16.5,31,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,7,3,727,89,12.714285714285714,43,49,7.0,30,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,1,1,150,4,4.0,4,2,2.0,2,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,4,1,503,577,144.25,234,503,125.75,234,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,6,2,325,415,69.16666666666667,269,325,54.166666666666664,269,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,6,2,273,293,48.833333333333336,267,287,47.833333333333336,267,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,3,2,136,142,47.333333333333336,139,142,47.333333333333336,139,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,1,1,56,56,56.0,56,56,56.0,56,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,3,2,74,81,27.0,63,74,24.666666666666668,63,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,8,1,357,466,58.25,289,359,44.875,289,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,0,0,174,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,0,0,148,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,0,0,92,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,2,1,45,46,23.0,45,45,22.5,45,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,2,2,168,171,85.5,166,168,84.0,166,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,1,1,77,77,77.0,77,77,77.0,77,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,0,0,665,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,1,1,88,33,33.0,33,33,33.0,33,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,3,3,260,13,4.333333333333333,9,6,2.0,5,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,0,0,54,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,1,1,48,15,15.0,15,10,10.0,10,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,2,2,140,42,21.0,33,42,21.0,33,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,2,1,152,152,76.0,129,152,76.0,129,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,0,0,39,0,0.0,0,0,0.0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,1,1,131,131,131.0,131,131,131.0,131,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,1,1,47,47,47.0,47,47,47.0,47,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,2,2,129,64,32.0,60,60,30.0,58,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,1,1,43,43,43.0,43,43,43.0,43,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,4,2,243,182,45.5,90,193,48.25,88,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,2,1,62,63,31.5,32,62,31.0,32,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,1,1,45,45,45.0,45,45,45.0,45,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,1,1,94,94,94.0,94,94,94.0,94,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,0,0,72,0,0.0,0,0,0.0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,0,0,42,0,0.0,0,0,0.0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,0,0,48,0,0.0,0,0,0.0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,2,1,89,28,14.0,26,26,13.0,25,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,3,2,380,63,21.0,35,62,20.666666666666668,34,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,1,1,138,4,4.0,4,2,2.0,2,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,2,1,142,5,2.5,3,3,1.5,2,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,1,1,191,5,5.0,5,1,1.0,1,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,0,0,46,0,0.0,0,0,0.0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,0,0,165,0,0.0,0,0,0.0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,2,1,171,12,6.0,9,9,4.5,9,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,1,1,56,10,10.0,10,2,2.0,2,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,3,2,179,35,11.666666666666666,20,31,10.333333333333334,18,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,0,0,74,0,0.0,0,0,0.0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,0,0,36,0,0.0,0,0,0.0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,0,0,37,0,0.0,0,0,0.0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,1,1,34,34,34.0,34,34,34.0,34,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,1,1,34,34,34.0,34,34,34.0,34,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,0,0,38,0,0.0,0,0,0.0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,0,0,39,0,0.0,0,0,0.0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,1,1,156,156,156.0,156,156,156.0,156,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,1,1,84,84,84.0,84,84,84.0,84,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,3,2,117,75,25.0,41,33,11.0,27,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,2,1,94,13,6.5,11,10,5.0,8,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,2,2,71,18,9.0,11,6,3.0,3,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,7,2,183,163,23.285714285714285,97,253,36.142857142857146,200,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,2,2,85,26,13.0,17,3,1.5,2,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,2,1,183,183,91.5,139,183,91.5,139,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,2,1,70,71,35.5,70,70,35.0,70,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,1,1,54,54,54.0,54,54,54.0,54,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,1,1,160,160,160.0,160,160,160.0,160,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,9,2,125,105,11.666666666666666,29,360,40.0,296,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,6,2,151,119,19.833333333333332,45,211,35.166666666666664,150,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,9,2,421,273,30.333333333333332,73,571,63.44444444444444,416,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,4,2,219,222,55.5,198,219,54.75,198,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,1,1,50,50,50.0,50,50,50.0,50,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,2,2,42,42,21.0,25,42,21.0,25,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,2,1,624,624,312.0,621,624,312.0,621,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,3,1,377,402,134.0,363,377,125.66666666666667,363,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,2,1,383,384,192.0,378,383,191.5,378,No
